enrollee_id,city_development_index,gender,relevent_experience,education_level,major_discipline,experience,last_new_job,training_hours,target
15321,0.92,Male,Has relevent experience,Masters,STEM,9,2,16,0
15295,0.92,Male,Has relevent experience,Graduate,STEM,9,1,64,0
28047,0.6890000000000001,Female,Has relevent experience,Graduate,STEM,5,1,11,0
10801,0.9229999999999999,Female,Has relevent experience,Masters,Humanities,4,2,48,0
624,0.92,Male,Has relevent experience,Masters,STEM,>20,2,26,0
22000,0.91,Male,Has relevent experience,Masters,STEM,>20,1,51,0
16862,0.754,Male,Has relevent experience,Graduate,STEM,6,1,106,0
25649,0.9259999999999999,Male,Has relevent experience,Phd,STEM,>20,>4,58,0
1384,0.9229999999999999,Male,No relevent experience,Graduate,STEM,3,1,236,0
10605,0.897,Male,Has relevent experience,Graduate,STEM,12,1,113,0
10887,0.9129999999999999,Male,Has relevent experience,Masters,STEM,>20,>4,80,0
17270,0.897,Male,Has relevent experience,Graduate,STEM,15,>4,153,0
23568,0.8270000000000001,Male,Has relevent experience,Graduate,STEM,>20,>4,61,0
15662,0.754,Male,Has relevent experience,Graduate,STEM,9,1,96,0
3551,0.9259999999999999,Male,Has relevent experience,Graduate,STEM,>20,>4,54,0
20595,0.9490000000000001,Male,Has relevent experience,Masters,STEM,>20,1,34,0
17776,0.92,Male,No relevent experience,Graduate,STEM,5,1,190,0
1551,0.92,Male,Has relevent experience,Graduate,STEM,>20,1,6,0
27183,0.91,Male,Has relevent experience,Graduate,Arts,15,1,114,0
32503,0.9259999999999999,Male,Has relevent experience,Masters,Arts,15,2,37,0
1761,0.92,Male,Has relevent experience,Graduate,STEM,>20,2,64,0
30920,0.92,Male,Has relevent experience,Masters,STEM,20,2,17,0
3394,0.92,Male,Has relevent experience,Graduate,STEM,4,2,101,0
13189,0.92,Female,Has relevent experience,Phd,STEM,>20,>4,170,0
15047,0.92,Male,Has relevent experience,Graduate,Humanities,>20,1,51,0
26065,0.9259999999999999,Male,Has relevent experience,Masters,STEM,>20,>4,74,0
25989,0.9259999999999999,Male,Has relevent experience,Graduate,STEM,>20,2,96,0
107,0.92,Male,No relevent experience,Graduate,STEM,14,1,17,0
8395,0.884,Male,Has relevent experience,Graduate,STEM,7,1,81,0
26225,0.893,Male,Has relevent experience,Masters,STEM,9,>4,102,0
22258,0.92,Male,Has relevent experience,Graduate,Other,5,2,70,0
26916,0.91,Male,No relevent experience,Graduate,STEM,>20,1,89,0
1585,0.91,Male,Has relevent experience,Masters,STEM,16,2,104,0
3797,0.92,Male,Has relevent experience,Graduate,STEM,15,4,45,0
5409,0.866,Male,Has relevent experience,Graduate,STEM,20,>4,109,0
28659,0.91,Male,Has relevent experience,Graduate,STEM,9,1,3,0
17865,0.804,Male,Has relevent experience,Masters,STEM,10,2,44,0
9405,0.624,Male,Has relevent experience,Masters,STEM,<1,1,12,0
27404,0.92,Male,No relevent experience,Masters,STEM,>20,2,96,0
23068,0.92,Male,Has relevent experience,Masters,STEM,>20,1,21,0
9603,0.92,Female,Has relevent experience,Graduate,STEM,8,1,48,0
5481,0.767,Male,Has relevent experience,Graduate,STEM,7,>4,34,0
32175,0.92,Male,Has relevent experience,Graduate,STEM,10,1,38,0
20979,0.804,Male,Has relevent experience,Masters,STEM,>20,1,18,0
25519,0.91,Male,No relevent experience,Graduate,STEM,1,never,55,0
29482,0.92,Male,Has relevent experience,Masters,STEM,>20,4,40,0
20854,0.754,Male,Has relevent experience,Graduate,STEM,10,1,11,0
10980,0.893,Male,Has relevent experience,Graduate,STEM,9,1,114,0
6128,0.92,Male,Has relevent experience,Masters,STEM,>20,>4,19,0
1270,0.92,Male,Has relevent experience,Graduate,STEM,4,1,100,0
21492,0.7659999999999999,Male,Has relevent experience,Graduate,Business Degree,9,>4,112,0
27023,0.897,Male,No relevent experience,Graduate,STEM,2,1,85,0
27085,0.91,Male,Has relevent experience,Masters,STEM,4,1,74,0
31071,0.92,Male,Has relevent experience,Graduate,STEM,15,2,31,0
1982,0.915,Male,No relevent experience,Graduate,STEM,3,never,12,0
19572,0.804,Male,No relevent experience,Masters,Business Degree,7,1,20,0
22382,0.9390000000000001,Male,Has relevent experience,Graduate,STEM,>20,>4,31,0
5537,0.9229999999999999,Other,Has relevent experience,Graduate,STEM,19,4,30,0
1535,0.92,Male,Has relevent experience,Graduate,STEM,18,4,160,0
16163,0.92,Male,Has relevent experience,Masters,STEM,>20,>4,70,0
15761,0.9259999999999999,Male,Has relevent experience,Graduate,STEM,12,2,43,0
4020,0.92,Male,Has relevent experience,Graduate,STEM,>20,2,54,0
6107,0.92,Male,Has relevent experience,Graduate,STEM,6,3,148,0
10599,0.802,Male,Has relevent experience,Graduate,STEM,9,never,108,0
8496,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,63,0
22440,0.624,Female,Has relevent experience,Graduate,STEM,7,1,58,0
23363,0.738,Male,No relevent experience,Graduate,Other,5,1,8,0
12781,0.92,Male,Has relevent experience,Graduate,STEM,>20,1,122,0
24106,0.9259999999999999,Male,Has relevent experience,Graduate,STEM,8,4,72,0
2355,0.9259999999999999,Male,Has relevent experience,Graduate,STEM,10,4,4,0
2909,0.6659999999999999,Male,Has relevent experience,Graduate,STEM,7,3,280,0
9054,0.92,Male,Has relevent experience,Graduate,STEM,12,>4,167,0
25324,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,6,0
20368,0.624,Male,Has relevent experience,Graduate,STEM,2,2,316,0
8975,0.92,Other,No relevent experience,Graduate,Other,5,1,2,0
31394,0.92,Male,Has relevent experience,Phd,STEM,>20,1,33,0
26123,0.92,Male,Has relevent experience,Graduate,STEM,>20,2,25,0
2770,0.9129999999999999,Male,Has relevent experience,Masters,STEM,>20,1,77,0
25139,0.9259999999999999,Male,No relevent experience,Masters,STEM,9,2,18,0
26140,0.92,Male,Has relevent experience,Graduate,STEM,3,1,206,0
746,0.92,Male,Has relevent experience,Masters,STEM,>20,2,7,0
24695,0.698,Male,Has relevent experience,Graduate,STEM,10,4,4,0
1495,0.92,Male,No relevent experience,Masters,Other,15,never,188,0
22950,0.92,Male,Has relevent experience,Graduate,STEM,5,1,56,0
24631,0.92,Male,Has relevent experience,Graduate,STEM,2,1,16,0
32490,0.92,Male,Has relevent experience,Graduate,STEM,16,1,64,0
5338,0.92,Female,No relevent experience,Graduate,STEM,4,1,54,0
30678,0.804,Male,No relevent experience,Graduate,STEM,1,1,29,0
156,0.92,Male,Has relevent experience,Graduate,STEM,12,2,56,0
17238,0.843,Male,Has relevent experience,Graduate,STEM,7,1,24,0
6675,0.91,Male,Has relevent experience,Phd,STEM,11,2,58,0
7628,0.698,Male,Has relevent experience,Graduate,STEM,14,1,25,0
24181,0.647,Male,Has relevent experience,Masters,STEM,11,never,24,0
2114,0.924,Male,Has relevent experience,Graduate,STEM,6,1,166,0
2664,0.9259999999999999,Male,Has relevent experience,Graduate,STEM,4,1,8,0
2290,0.9259999999999999,Male,Has relevent experience,Masters,STEM,15,2,5,0
23546,0.698,Male,No relevent experience,Graduate,STEM,5,never,14,0
5682,0.9259999999999999,Male,Has relevent experience,Masters,STEM,>20,>4,328,0
6171,0.9229999999999999,Male,Has relevent experience,Masters,Humanities,2,1,52,0
27620,0.884,Male,Has relevent experience,Graduate,STEM,9,1,69,0
13441,0.897,Male,Has relevent experience,Masters,No Major,9,3,31,0
14098,0.9259999999999999,Male,Has relevent experience,Graduate,STEM,11,1,45,0
12776,0.897,Male,Has relevent experience,Masters,STEM,10,>4,76,0
19098,0.754,Male,Has relevent experience,Graduate,STEM,>20,2,33,0
14758,0.9259999999999999,Male,No relevent experience,Graduate,STEM,4,1,17,0
3379,0.843,Male,Has relevent experience,Masters,STEM,>20,>4,56,0
32791,0.92,Male,Has relevent experience,Graduate,STEM,11,2,82,0
22147,0.92,Female,No relevent experience,Graduate,STEM,2,1,28,0
32539,0.804,Male,Has relevent experience,Graduate,Humanities,>20,1,160,0
17525,0.9259999999999999,Male,Has relevent experience,Graduate,STEM,12,3,17,0
9241,0.802,Male,Has relevent experience,Graduate,STEM,11,3,10,0
25368,0.743,Male,Has relevent experience,Graduate,STEM,6,4,166,0
8171,0.9229999999999999,Male,Has relevent experience,Masters,STEM,3,1,78,0
5713,0.624,Male,Has relevent experience,Masters,STEM,4,1,23,0
28969,0.92,Male,Has relevent experience,Graduate,STEM,>20,2,64,0
14431,0.92,Male,Has relevent experience,Graduate,STEM,11,3,62,0
7251,0.855,Male,No relevent experience,Masters,STEM,6,>4,246,0
31559,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,44,0
4040,0.92,Male,Has relevent experience,Graduate,STEM,7,1,154,0
3288,0.7879999999999999,Male,Has relevent experience,Graduate,STEM,5,2,222,0
12177,0.895,Male,Has relevent experience,Masters,STEM,9,1,81,0
31623,0.899,Male,Has relevent experience,Graduate,STEM,12,2,69,0
32199,0.8270000000000001,Male,Has relevent experience,Masters,STEM,7,2,48,0
23882,0.9259999999999999,Male,No relevent experience,Graduate,STEM,10,1,67,0
12434,0.9129999999999999,Male,Has relevent experience,Graduate,STEM,4,1,74,0
11592,0.9259999999999999,Male,No relevent experience,Masters,STEM,14,1,50,0
10300,0.804,Male,No relevent experience,Masters,Business Degree,10,2,52,0
19420,0.624,Female,Has relevent experience,Graduate,STEM,5,3,79,0
14076,0.92,Male,Has relevent experience,Graduate,STEM,>20,1,80,0
11797,0.743,Female,Has relevent experience,Graduate,STEM,>20,>4,18,0
3909,0.92,Male,Has relevent experience,Graduate,Business Degree,1,1,48,0
13877,0.91,Male,Has relevent experience,Graduate,STEM,20,2,42,0
29549,0.91,Male,Has relevent experience,Masters,STEM,4,1,113,0
10753,0.92,Male,Has relevent experience,Graduate,STEM,16,1,22,0
5853,0.624,Male,Has relevent experience,Masters,STEM,7,>4,48,0
23985,0.91,Male,Has relevent experience,Graduate,STEM,12,1,3,0
30872,0.9229999999999999,Male,No relevent experience,Graduate,STEM,10,>4,17,0
16376,0.9259999999999999,Male,Has relevent experience,Graduate,STEM,6,never,31,0
1895,0.893,Female,Has relevent experience,Masters,STEM,15,1,38,0
20848,0.895,Female,Has relevent experience,Graduate,STEM,12,1,94,0
18768,0.624,Male,Has relevent experience,Graduate,STEM,6,2,55,0
22006,0.804,Male,No relevent experience,Graduate,STEM,4,never,54,0
32661,0.624,Male,Has relevent experience,Graduate,STEM,6,1,10,0
20248,0.804,Male,Has relevent experience,Graduate,STEM,15,4,50,0
3506,0.804,Male,Has relevent experience,Graduate,STEM,17,>4,15,0
12272,0.92,Male,Has relevent experience,Graduate,STEM,9,1,20,0
18834,0.754,Female,Has relevent experience,Graduate,STEM,5,3,49,0
20712,0.884,Male,Has relevent experience,Phd,STEM,>20,>4,98,0
25805,0.92,Male,Has relevent experience,Graduate,Humanities,1,1,25,0
19387,0.9390000000000001,Male,Has relevent experience,Graduate,STEM,14,1,34,0
28471,0.92,Female,Has relevent experience,Graduate,STEM,>20,>4,36,0
692,0.9259999999999999,Male,Has relevent experience,Masters,STEM,>20,1,2,0
7493,0.92,Male,Has relevent experience,Graduate,STEM,6,2,84,0
30723,0.92,Male,Has relevent experience,Graduate,STEM,13,1,15,0
32470,0.83,Male,Has relevent experience,Graduate,STEM,11,1,15,0
22164,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,113,0
3986,0.899,Male,Has relevent experience,Graduate,STEM,4,2,10,0
29198,0.92,Male,Has relevent experience,Graduate,STEM,5,>4,52,0
23080,0.92,Male,Has relevent experience,Graduate,STEM,>20,1,46,0
28378,0.624,Male,No relevent experience,Masters,STEM,8,1,28,0
663,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,212,0
5591,0.698,Male,Has relevent experience,Graduate,STEM,7,3,14,0
31166,0.624,Female,No relevent experience,Graduate,STEM,6,never,31,0
7695,0.698,Male,Has relevent experience,Graduate,STEM,8,1,66,0
4395,0.78,Male,No relevent experience,Masters,Humanities,6,>4,20,0
10452,0.92,Male,No relevent experience,Graduate,STEM,9,>4,308,0
3640,0.8270000000000001,Male,Has relevent experience,Masters,STEM,18,>4,26,0
27673,0.91,Male,Has relevent experience,Graduate,STEM,20,1,19,0
20701,0.884,Male,Has relevent experience,Masters,STEM,7,never,20,0
13799,0.794,Male,Has relevent experience,Graduate,No Major,9,2,212,0
14279,0.764,Male,Has relevent experience,Graduate,STEM,4,2,12,0
15972,0.9259999999999999,Male,Has relevent experience,Graduate,STEM,19,3,24,0
30585,0.925,Male,Has relevent experience,Masters,STEM,6,3,10,0
16884,0.92,Male,Has relevent experience,Graduate,STEM,15,>4,40,0
28688,0.9390000000000001,Male,Has relevent experience,Graduate,STEM,13,>4,116,0
4933,0.887,Male,Has relevent experience,Masters,STEM,>20,>4,152,0
22001,0.91,Male,No relevent experience,Masters,STEM,>20,>4,83,0
8254,0.804,Female,Has relevent experience,Masters,STEM,11,>4,41,0
12771,0.794,Male,Has relevent experience,Masters,STEM,2,2,46,0
29007,0.924,Male,Has relevent experience,Graduate,STEM,13,1,131,0
11107,0.698,Male,Has relevent experience,Graduate,STEM,7,1,55,0
7294,0.91,Male,Has relevent experience,Graduate,STEM,11,2,12,0
23085,0.767,Male,Has relevent experience,Graduate,STEM,15,3,84,0
6945,0.91,Male,Has relevent experience,Graduate,STEM,>20,>4,94,0
29985,0.92,Male,No relevent experience,Graduate,STEM,>20,1,124,0
20889,0.843,Male,Has relevent experience,Graduate,STEM,>20,>4,68,0
13885,0.92,Male,Has relevent experience,Masters,STEM,18,1,22,0
22249,0.91,Male,Has relevent experience,Masters,STEM,>20,1,12,0
2138,0.887,Male,Has relevent experience,Masters,STEM,>20,1,23,0
6318,0.855,Male,Has relevent experience,Masters,STEM,14,1,15,0
2391,0.92,Male,No relevent experience,Graduate,STEM,>20,2,32,0
12892,0.887,Male,Has relevent experience,Graduate,STEM,10,never,10,0
4394,0.92,Female,Has relevent experience,Masters,STEM,>20,>4,46,0
21515,0.789,Male,Has relevent experience,Graduate,STEM,>20,1,4,0
12435,0.9390000000000001,Male,Has relevent experience,Masters,STEM,10,1,2,0
31395,0.9390000000000001,Male,Has relevent experience,Graduate,STEM,6,1,26,0
30802,0.92,Male,Has relevent experience,Graduate,STEM,>20,4,88,0
22895,0.9129999999999999,Male,Has relevent experience,Graduate,STEM,>20,>4,20,0
18087,0.836,Male,Has relevent experience,Graduate,STEM,>20,>4,83,0
15175,0.91,Female,Has relevent experience,Graduate,STEM,>20,>4,37,0
13034,0.92,Male,Has relevent experience,Masters,STEM,10,1,72,0
455,0.899,Male,Has relevent experience,Graduate,STEM,4,2,52,0
21694,0.884,Female,Has relevent experience,Graduate,STEM,>20,>4,99,0
16891,0.899,Male,Has relevent experience,Graduate,STEM,16,3,9,0
29893,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,262,0
671,0.9259999999999999,Male,Has relevent experience,Masters,STEM,>20,1,20,0
324,0.804,Male,Has relevent experience,Graduate,STEM,>20,4,78,0
21539,0.754,Male,Has relevent experience,Graduate,STEM,11,3,88,0
26308,0.836,Male,No relevent experience,Graduate,STEM,6,1,73,0
12263,0.91,Male,Has relevent experience,Graduate,Humanities,3,>4,2,0
9260,0.624,Male,Has relevent experience,Masters,STEM,3,2,25,0
5955,0.804,Female,Has relevent experience,Masters,STEM,10,2,24,0
32208,0.6659999999999999,Male,Has relevent experience,Graduate,STEM,9,1,78,0
9986,0.92,Male,Has relevent experience,Phd,STEM,>20,3,34,0
24282,0.899,Female,Has relevent experience,Masters,STEM,20,>4,10,0
30394,0.9259999999999999,Male,Has relevent experience,Masters,STEM,5,1,9,0
23692,0.691,Male,Has relevent experience,Graduate,STEM,>20,>4,45,0
22470,0.897,Male,Has relevent experience,Graduate,STEM,17,>4,126,0
28559,0.92,Male,Has relevent experience,Graduate,STEM,>20,1,22,0
29770,0.9229999999999999,Female,No relevent experience,Graduate,STEM,4,1,206,0
18424,0.9490000000000001,Male,No relevent experience,Masters,No Major,>20,3,22,0
2342,0.924,Male,Has relevent experience,Masters,Other,>20,1,65,0
28805,0.92,Male,Has relevent experience,Graduate,STEM,19,1,21,0
13329,0.9259999999999999,Male,Has relevent experience,Phd,STEM,>20,>4,4,0
2869,0.91,Male,Has relevent experience,Graduate,STEM,15,>4,58,0
438,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,77,0
15908,0.92,Male,Has relevent experience,Graduate,STEM,7,2,2,0
27720,0.727,Male,Has relevent experience,Graduate,STEM,19,2,83,0
11962,0.898,Male,Has relevent experience,Masters,STEM,>20,1,31,0
2157,0.895,Male,Has relevent experience,Graduate,STEM,18,>4,82,0
7815,0.802,Male,Has relevent experience,Graduate,STEM,19,>4,87,0
28986,0.92,Female,Has relevent experience,Graduate,Humanities,>20,1,220,0
24154,0.92,Male,No relevent experience,Graduate,Arts,7,1,103,0
11418,0.92,Male,No relevent experience,Phd,STEM,16,1,28,0
11439,0.92,Male,Has relevent experience,Graduate,STEM,5,1,184,0
8729,0.92,Male,No relevent experience,Graduate,STEM,5,1,21,0
19552,0.9490000000000001,Male,Has relevent experience,Masters,Other,>20,2,14,0
18837,0.91,Female,Has relevent experience,Masters,STEM,5,2,86,0
28678,0.74,Male,Has relevent experience,Graduate,STEM,4,2,292,0
5642,0.698,Male,Has relevent experience,Graduate,STEM,5,1,31,0
17879,0.763,Male,No relevent experience,Graduate,STEM,2,2,25,0
23960,0.762,Male,Has relevent experience,Graduate,STEM,>20,2,70,0
10671,0.91,Male,Has relevent experience,Masters,Other,8,3,17,0
4338,0.682,Male,Has relevent experience,Graduate,STEM,>20,1,103,0
6313,0.92,Male,Has relevent experience,Masters,STEM,18,4,109,0
25482,0.64,Male,Has relevent experience,Graduate,STEM,18,>4,48,0
26022,0.92,Female,Has relevent experience,Masters,Humanities,11,1,26,0
27611,0.92,Male,Has relevent experience,Graduate,Humanities,>20,>4,22,0
31931,0.91,Female,Has relevent experience,Graduate,Humanities,2,never,57,0
7465,0.92,Male,Has relevent experience,Graduate,STEM,4,2,62,0
10567,0.855,Male,Has relevent experience,Masters,STEM,>20,2,89,0
10020,0.91,Male,Has relevent experience,Graduate,STEM,16,1,53,0
7755,0.9259999999999999,Male,Has relevent experience,Masters,STEM,>20,>4,114,0
20172,0.92,Male,Has relevent experience,Graduate,STEM,11,>4,52,0
23107,0.92,Male,Has relevent experience,Masters,STEM,>20,1,216,0
29559,0.92,Male,Has relevent experience,Graduate,STEM,15,2,55,0
182,0.855,Male,Has relevent experience,Graduate,STEM,10,1,28,0
18274,0.92,Male,Has relevent experience,Graduate,STEM,9,1,70,0
24426,0.9259999999999999,Male,Has relevent experience,Graduate,STEM,>20,1,164,0
33090,0.884,Male,Has relevent experience,Graduate,STEM,12,1,77,0
11252,0.887,Male,No relevent experience,Graduate,STEM,14,1,18,0
27747,0.92,Male,Has relevent experience,Graduate,STEM,11,2,13,0
31084,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,24,0
12327,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,18,0
15514,0.884,Male,Has relevent experience,Masters,STEM,15,1,6,0
10826,0.9390000000000001,Male,Has relevent experience,Masters,STEM,12,>4,83,0
5746,0.804,Male,Has relevent experience,Graduate,STEM,>20,>4,27,0
25445,0.624,Male,No relevent experience,Masters,STEM,3,1,47,0
18732,0.8959999999999999,Male,No relevent experience,Masters,STEM,7,1,54,0
16108,0.899,Male,Has relevent experience,Graduate,STEM,>20,2,26,0
16313,0.6890000000000001,Male,Has relevent experience,Graduate,STEM,10,1,206,0
31048,0.897,Male,Has relevent experience,Graduate,STEM,10,1,48,0
28560,0.855,Male,Has relevent experience,Graduate,STEM,16,1,54,0
18980,0.897,Male,Has relevent experience,Graduate,STEM,12,2,59,0
29039,0.92,Male,No relevent experience,Graduate,STEM,>20,>4,32,0
15786,0.92,Male,Has relevent experience,Graduate,STEM,4,1,9,0
32128,0.92,Male,Has relevent experience,Graduate,STEM,>20,2,136,0
18617,0.91,Other,Has relevent experience,Graduate,STEM,11,1,33,0
20727,0.91,Male,Has relevent experience,Graduate,STEM,15,3,125,0
30594,0.92,Male,Has relevent experience,Masters,STEM,>20,>4,30,0
14298,0.9259999999999999,Male,Has relevent experience,Graduate,Business Degree,7,2,15,0
16022,0.924,Male,Has relevent experience,Graduate,STEM,12,1,84,0
3337,0.92,Male,Has relevent experience,Graduate,STEM,4,3,52,0
25548,0.92,Male,No relevent experience,Graduate,STEM,3,2,28,0
27560,0.738,Male,Has relevent experience,Masters,STEM,11,1,53,0
23929,0.884,Male,No relevent experience,Graduate,STEM,18,>4,18,0
22315,0.92,Female,Has relevent experience,Graduate,STEM,4,2,6,0
8508,0.743,Male,Has relevent experience,Masters,STEM,13,1,18,0
31752,0.624,Male,Has relevent experience,Graduate,STEM,3,1,158,0
4412,0.624,Male,Has relevent experience,Graduate,STEM,>20,never,74,0
8452,0.92,Male,Has relevent experience,Graduate,Humanities,11,1,113,0
451,0.767,Male,Has relevent experience,Graduate,STEM,10,2,308,0
14317,0.92,Female,No relevent experience,Masters,STEM,7,2,22,0
26877,0.9259999999999999,Male,Has relevent experience,Masters,STEM,9,1,184,0
18022,0.91,Male,Has relevent experience,Graduate,STEM,11,4,46,0
3737,0.92,Male,No relevent experience,Phd,STEM,11,2,54,0
7847,0.682,Male,Has relevent experience,Graduate,STEM,>20,>4,24,0
12031,0.698,Other,Has relevent experience,Graduate,Business Degree,5,1,21,0
19386,0.847,Male,No relevent experience,Graduate,STEM,9,>4,29,0
12877,0.92,Male,Has relevent experience,Graduate,STEM,17,>4,88,0
12675,0.897,Male,Has relevent experience,Masters,STEM,13,1,51,0
29087,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,16,0
30281,0.92,Male,Has relevent experience,Graduate,STEM,6,2,34,0
10077,0.855,Male,Has relevent experience,Graduate,STEM,10,1,48,0
21525,0.624,Male,Has relevent experience,Masters,STEM,15,never,30,0
32933,0.91,Male,Has relevent experience,Graduate,STEM,17,>4,34,0
19268,0.92,Male,No relevent experience,Graduate,STEM,16,1,113,0
5920,0.91,Male,Has relevent experience,Graduate,STEM,11,4,196,0
25795,0.92,Male,No relevent experience,Graduate,STEM,>20,4,75,0
8867,0.9259999999999999,Male,No relevent experience,Graduate,STEM,10,2,58,0
4624,0.887,Male,No relevent experience,Graduate,STEM,3,never,54,0
6259,0.89,Male,Has relevent experience,Masters,STEM,15,>4,26,0
13516,0.897,Male,Has relevent experience,Masters,STEM,7,>4,50,0
23234,0.92,Male,Has relevent experience,Graduate,STEM,6,2,29,0
28454,0.9259999999999999,Male,Has relevent experience,Masters,STEM,>20,>4,33,0
24557,0.9390000000000001,Male,Has relevent experience,Graduate,STEM,14,>4,39,0
16642,0.624,Female,Has relevent experience,Graduate,STEM,15,2,112,0
20542,0.91,Male,Has relevent experience,Graduate,STEM,16,>4,30,0
12350,0.92,Male,No relevent experience,Graduate,No Major,>20,1,9,0
22871,0.68,Male,No relevent experience,Graduate,STEM,10,2,32,0
4985,0.91,Male,No relevent experience,Masters,STEM,4,1,184,0
23395,0.897,Male,Has relevent experience,Masters,STEM,14,never,4,0
5515,0.9390000000000001,Male,Has relevent experience,Phd,STEM,>20,>4,57,0
7191,0.55,Male,Has relevent experience,Graduate,STEM,9,>4,14,0
5023,0.763,Male,Has relevent experience,Masters,STEM,2,never,55,0
22827,0.9259999999999999,Male,No relevent experience,Phd,STEM,14,1,46,0
21749,0.92,Male,Has relevent experience,Graduate,STEM,>20,2,26,0
29359,0.92,Female,Has relevent experience,Masters,STEM,7,2,37,0
17355,0.92,Male,Has relevent experience,Graduate,Humanities,4,1,60,0
14706,0.698,Male,Has relevent experience,Masters,STEM,9,>4,96,0
5707,0.855,Male,Has relevent experience,Graduate,STEM,9,2,53,0
21329,0.804,Male,No relevent experience,Graduate,STEM,>20,never,242,0
32367,0.92,Male,Has relevent experience,Graduate,STEM,5,1,102,0
32657,0.897,Male,Has relevent experience,Masters,STEM,6,1,18,0
20705,0.9259999999999999,Male,Has relevent experience,Phd,STEM,>20,3,28,0
13926,0.92,Male,Has relevent experience,Graduate,STEM,7,4,33,0
2701,0.91,Male,Has relevent experience,Graduate,STEM,>20,2,70,0
33016,0.9259999999999999,Male,Has relevent experience,Graduate,Business Degree,>20,2,51,0
5884,0.698,Male,No relevent experience,Masters,STEM,7,3,8,0
24182,0.925,Female,Has relevent experience,Masters,STEM,19,never,24,0
31755,0.91,Male,Has relevent experience,Masters,STEM,11,3,20,0
14519,0.91,Male,Has relevent experience,Masters,STEM,15,2,56,0
4550,0.855,Male,Has relevent experience,Graduate,STEM,8,1,130,0
581,0.92,Male,Has relevent experience,Graduate,STEM,9,3,108,0
18561,0.897,Male,No relevent experience,Masters,Business Degree,5,1,21,0
9062,0.556,Male,Has relevent experience,Graduate,STEM,1,never,46,0
2639,0.855,Other,Has relevent experience,Masters,STEM,7,1,24,0
25487,0.92,Male,Has relevent experience,Masters,STEM,8,3,57,0
28297,0.92,Male,Has relevent experience,Graduate,STEM,>20,1,77,0
14455,0.738,Male,Has relevent experience,Graduate,STEM,3,1,24,0
30851,0.9259999999999999,Male,Has relevent experience,Graduate,STEM,1,1,46,0
16919,0.92,Male,Has relevent experience,Graduate,STEM,>20,4,21,0
19884,0.682,Male,Has relevent experience,Graduate,STEM,9,1,28,0
1428,0.804,Female,No relevent experience,Graduate,STEM,18,>4,72,0
16949,0.92,Male,Has relevent experience,Masters,Humanities,20,>4,69,0
17511,0.9259999999999999,Male,Has relevent experience,Masters,STEM,>20,1,22,0
24623,0.866,Male,Has relevent experience,Graduate,STEM,18,1,36,0
9647,0.9259999999999999,Male,Has relevent experience,Graduate,STEM,3,1,88,0
4433,0.92,Female,Has relevent experience,Graduate,STEM,5,2,23,0
30896,0.92,Male,Has relevent experience,Graduate,STEM,>20,4,35,0
4590,0.855,Male,Has relevent experience,Graduate,STEM,3,2,15,0
25045,0.9259999999999999,Male,No relevent experience,Graduate,STEM,3,1,27,0
4022,0.92,Male,Has relevent experience,Masters,STEM,11,never,314,0
33095,0.9259999999999999,Male,Has relevent experience,Masters,STEM,19,1,25,0
21799,0.925,Female,Has relevent experience,Phd,STEM,>20,2,28,0
31781,0.624,Male,Has relevent experience,Graduate,STEM,3,1,57,0
31256,0.6659999999999999,Male,Has relevent experience,Graduate,Humanities,19,1,334,0
27696,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,56,0
2385,0.9390000000000001,Male,No relevent experience,Graduate,STEM,15,>4,114,0
16469,0.9259999999999999,Male,No relevent experience,Graduate,STEM,>20,2,7,0
15377,0.802,Male,Has relevent experience,Graduate,Other,3,1,25,0
33199,0.754,Male,Has relevent experience,Graduate,STEM,7,4,99,0
27891,0.91,Male,Has relevent experience,Graduate,STEM,>20,2,110,0
17063,0.92,Male,Has relevent experience,Graduate,STEM,4,1,28,0
17946,0.897,Male,No relevent experience,Masters,STEM,11,2,8,0
29415,0.92,Male,Has relevent experience,Graduate,STEM,15,1,8,0
25804,0.92,Male,Has relevent experience,Graduate,STEM,8,2,26,0
20077,0.92,Male,Has relevent experience,Graduate,STEM,>20,2,55,0
27668,0.91,Male,Has relevent experience,Graduate,STEM,14,4,51,0
26860,0.9259999999999999,Male,No relevent experience,Graduate,STEM,9,1,28,0
15624,0.855,Male,No relevent experience,Graduate,STEM,17,2,19,0
7457,0.92,Male,Has relevent experience,Graduate,STEM,13,>4,140,0
2828,0.9129999999999999,Male,Has relevent experience,Graduate,STEM,8,1,141,0
24912,0.624,Male,No relevent experience,Graduate,STEM,5,1,17,0
8888,0.92,Male,Has relevent experience,Graduate,STEM,7,1,324,0
17984,0.91,Male,Has relevent experience,Graduate,STEM,>20,2,134,0
5470,0.74,Male,Has relevent experience,Graduate,STEM,14,4,84,0
